"14jt -- Varhaiskasvatukseen osallistuneet vieraskieliset ja ulkomaalaiset lapset alueen ja iän mukaan, 2021-2022"
"2022";"Siikalatva";"1 vuotta";0
"2022";"Siikalatva";"2 vuotta";0
"2022";"Siikalatva";"3 vuotta";1
"2022";"Siikalatva";"4 vuotta";0
"2022";"Siikalatva";"5 vuotta";0
"2022";"Siikalatva";"6 vuotta";0
"2022";"Siikalatva";"7 vuotta ja yli";0
"2022";"Siilinjärvi";"Yhteensä";14
"2022";"Siilinjärvi";"0 vuotta";0
"2022";"Siilinjärvi";"1 vuotta";1
"2022";"Siilinjärvi";"2 vuotta";3
"2022";"Siilinjärvi";"3 vuotta";0
"2022";"Siilinjärvi";"4 vuotta";3
"2022";"Siilinjärvi";"5 vuotta";3
"2022";"Siilinjärvi";"6 vuotta";4
"2022";"Siilinjärvi";"7 vuotta ja yli";0
"2022";"Simo";"Yhteensä";0
"2022";"Simo";"0 vuotta";0
"2022";"Simo";"1 vuotta";0
"2022";"Simo";"2 vuotta";0
"2022";"Simo";"3 vuotta";0
"2022";"Simo";"4 vuotta";0
"2022";"Simo";"5 vuotta";0
"2022";"Simo";"6 vuotta";0
"2022";"Simo";"7 vuotta ja yli";0
"2022";"Sipoo";"Yhteensä";50
"2022";"Sipoo";"0 vuotta";0
"2022";"Sipoo";"1 vuotta";2
"2022";"Sipoo";"2 vuotta";7
"2022";"Sipoo";"3 vuotta";6
"2022";"Sipoo";"4 vuotta";12
"2022";"Sipoo";"5 vuotta";10
"2022";"Sipoo";"6 vuotta";13
"2022";"Sipoo";"7 vuotta ja yli";0
"2022";"Siuntio";"Yhteensä";25
"2022";"Siuntio";"0 vuotta";0
"2022";"Siuntio";"1 vuotta";4
"2022";"Siuntio";"2 vuotta";1
"2022";"Siuntio";"3 vuotta";3
"2022";"Siuntio";"4 vuotta";4
"2022";"Siuntio";"5 vuotta";5
"2022";"Siuntio";"6 vuotta";8
"2022";"Siuntio";"7 vuotta ja yli";0
"2022";"Sodankylä";"Yhteensä";3
"2022";"Sodankylä";"0 vuotta";0
"2022";"Sodankylä";"1 vuotta";1
"2022";"Sodankylä";"2 vuotta";2
"2022";"Sodankylä";"3 vuotta";0
"2022";"Sodankylä";"4 vuotta";0
"2022";"Sodankylä";"5 vuotta";0
"2022";"Sodankylä";"6 vuotta";0
"2022";"Sodankylä";"7 vuotta ja yli";0
"2022";"Soini";"Yhteensä";2
"2022";"Soini";"0 vuotta";0
"2022";"Soini";"1 vuotta";0
"2022";"Soini";"2 vuotta";0
"2022";"Soini";"3 vuotta";1
"2022";"Soini";"4 vuotta";1
"2022";"Soini";"5 vuotta";0
"2022";"Soini";"6 vuotta";0
"2022";"Soini";"7 vuotta ja yli";0
"2022";"Somero";"Yhteensä";34
"2022";"Somero";"0 vuotta";0
"2022";"Somero";"1 vuotta";4
"2022";"Somero";"2 vuotta";4
"2022";"Somero";"3 vuotta";1
"2022";"Somero";"4 vuotta";10
"2022";"Somero";"5 vuotta";9
"2022";"Somero";"6 vuotta";5
"2022";"Somero";"7 vuotta ja yli";1
"2022";"Sonkajärvi";"Yhteensä";2
"2022";"Sonkajärvi";"0 vuotta";0
"2022";"Sonkajärvi";"1 vuotta";0
"2022";"Sonkajärvi";"2 vuotta";1
"2022";"Sonkajärvi";"3 vuotta";0
"2022";"Sonkajärvi";"4 vuotta";0
"2022";"Sonkajärvi";"5 vuotta";1
"2022";"Sonkajärvi";"6 vuotta";0
"2022";"Sonkajärvi";"7 vuotta ja yli";0
"2022";"Sotkamo";"Yhteensä";25
"2022";"Sotkamo";"0 vuotta";1
"2022";"Sotkamo";"1 vuotta";2
"2022";"Sotkamo";"2 vuotta";1
"2022";"Sotkamo";"3 vuotta";1
"2022";"Sotkamo";"4 vuotta";5
"2022";"Sotkamo";"5 vuotta";7
"2022";"Sotkamo";"6 vuotta";7
"2022";"Sotkamo";"7 vuotta ja yli";1
"2022";"Sottunga";"Yhteensä";0
"2022";"Sottunga";"0 vuotta";0
"2022";"Sottunga";"1 vuotta";0
"2022";"Sottunga";"2 vuotta";0
"2022";"Sottunga";"3 vuotta";0
"2022";"Sottunga";"4 vuotta";0
"2022";"Sottunga";"5 vuotta";0
"2022";"Sottunga";"6 vuotta";0
"2022";"Sottunga";"7 vuotta ja yli";0
"2022";"Sulkava";"Yhteensä";0
"2022";"Sulkava";"0 vuotta";0
"2022";"Sulkava";"1 vuotta";0
"2022";"Sulkava";"2 vuotta";0
"2022";"Sulkava";"3 vuotta";0
"2022";"Sulkava";"4 vuotta";0
"2022";"Sulkava";"5 vuotta";0
"2022";"Sulkava";"6 vuotta";0
"2022";"Sulkava";"7 vuotta ja yli";0
"2022";"Sund";"Yhteensä";0
"2022";"Sund";"0 vuotta";0
"2022";"Sund";"1 vuotta";0
"2022";"Sund";"2 vuotta";0
"2022";"Sund";"3 vuotta";0
"2022";"Sund";"4 vuotta";0
"2022";"Sund";"5 vuotta";0
"2022";"Sund";"6 vuotta";0
"2022";"Sund";"7 vuotta ja yli";0
"2022";"Suomussalmi";"Yhteensä";12
"2022";"Suomussalmi";"0 vuotta";0
"2022";"Suomussalmi";"1 vuotta";0
"2022";"Suomussalmi";"2 vuotta";2
"2022";"Suomussalmi";"3 vuotta";1
"2022";"Suomussalmi";"4 vuotta";4
"2022";"Suomussalmi";"5 vuotta";3
"2022";"Suomussalmi";"6 vuotta";2
"2022";"Suomussalmi";"7 vuotta ja yli";0
"2022";"Suonenjoki";"Yhteensä";9
"2022";"Suonenjoki";"0 vuotta";0
"2022";"Suonenjoki";"1 vuotta";1
"2022";"Suonenjoki";"2 vuotta";0
"2022";"Suonenjoki";"3 vuotta";3
"2022";"Suonenjoki";"4 vuotta";2
"2022";"Suonenjoki";"5 vuotta";0
"2022";"Suonenjoki";"6 vuotta";3
"2022";"Suonenjoki";"7 vuotta ja yli";0
"2022";"Sysmä";"Yhteensä";3
"2022";"Sysmä";"0 vuotta";0
"2022";"Sysmä";"1 vuotta";0
"2022";"Sysmä";"2 vuotta";1
"2022";"Sysmä";"3 vuotta";1
"2022";"Sysmä";"4 vuotta";1
"2022";"Sysmä";"5 vuotta";0
"2022";"Sysmä";"6 vuotta";0
"2022";"Sysmä";"7 vuotta ja yli";0
"2022";"Säkylä";"Yhteensä";7
"2022";"Säkylä";"0 vuotta";0
"2022";"Säkylä";"1 vuotta";1
"2022";"Säkylä";"2 vuotta";2
"2022";"Säkylä";"3 vuotta";1
"2022";"Säkylä";"4 vuotta";2
"2022";"Säkylä";"5 vuotta";0
"2022";"Säkylä";"6 vuotta";1
"2022";"Säkylä";"7 vuotta ja yli";0
"2022";"Taipalsaari";"Yhteensä";15
"2022";"Taipalsaari";"0 vuotta";0
"2022";"Taipalsaari";"1 vuotta";0
"2022";"Taipalsaari";"2 vuotta";0
"2022";"Taipalsaari";"3 vuotta";5
"2022";"Taipalsaari";"4 vuotta";5
"2022";"Taipalsaari";"5 vuotta";3
"2022";"Taipalsaari";"6 vuotta";2
"2022";"Taipalsaari";"7 vuotta ja yli";0
"2022";"Taivalkoski";"Yhteensä";5
"2022";"Taivalkoski";"0 vuotta";0
"2022";"Taivalkoski";"1 vuotta";1
"2022";"Taivalkoski";"2 vuotta";0
"2022";"Taivalkoski";"3 vuotta";0
"2022";"Taivalkoski";"4 vuotta";2
"2022";"Taivalkoski";"5 vuotta";2
"2022";"Taivalkoski";"6 vuotta";0
"2022";"Taivalkoski";"7 vuotta ja yli";0
"2022";"Taivassalo";"Yhteensä";7
"2022";"Taivassalo";"0 vuotta";0
"2022";"Taivassalo";"1 vuotta";1
"2022";"Taivassalo";"2 vuotta";1
"2022";"Taivassalo";"3 vuotta";0
"2022";"Taivassalo";"4 vuotta";1
"2022";"Taivassalo";"5 vuotta";2
"2022";"Taivassalo";"6 vuotta";2
"2022";"Taivassalo";"7 vuotta ja yli";0
"2022";"Tammela";"Yhteensä";3
"2022";"Tammela";"0 vuotta";0
"2022";"Tammela";"1 vuotta";0
"2022";"Tammela";"2 vuotta";2
"2022";"Tammela";"3 vuotta";0
"2022";"Tammela";"4 vuotta";0
"2022";"Tammela";"5 vuotta";0
"2022";"Tammela";"6 vuotta";1
"2022";"Tammela";"7 vuotta ja yli";0
"2022";"Tampere";"Yhteensä";1046
"2022";"Tampere";"0 vuotta";4
"2022";"Tampere";"1 vuotta";90
"2022";"Tampere";"2 vuotta";180
"2022";"Tampere";"3 vuotta";220
"2022";"Tampere";"4 vuotta";264
"2022";"Tampere";"5 vuotta";270
"2022";"Tampere";"6 vuotta";18
"2022";"Tampere";"7 vuotta ja yli";0
"2022";"Tervo";"Yhteensä";0
"2022";"Tervo";"0 vuotta";0
"2022";"Tervo";"1 vuotta";0
"2022";"Tervo";"2 vuotta";0
"2022";"Tervo";"3 vuotta";0
"2022";"Tervo";"4 vuotta";0
"2022";"Tervo";"5 vuotta";0
"2022";"Tervo";"6 vuotta";0
"2022";"Tervo";"7 vuotta ja yli";0
"2022";"Tervola";"Yhteensä";6
"2022";"Tervola";"0 vuotta";0
"2022";"Tervola";"1 vuotta";1
"2022";"Tervola";"2 vuotta";0
"2022";"Tervola";"3 vuotta";3
"2022";"Tervola";"4 vuotta";1
"2022";"Tervola";"5 vuotta";0
"2022";"Tervola";"6 vuotta";1
"2022";"Tervola";"7 vuotta ja yli";0
"2022";"Teuva";"Yhteensä";5
"2022";"Teuva";"0 vuotta";0
"2022";"Teuva";"1 vuotta";1
"2022";"Teuva";"2 vuotta";0
"2022";"Teuva";"3 vuotta";2
"2022";"Teuva";"4 vuotta";0
"2022";"Teuva";"5 vuotta";0
"2022";"Teuva";"6 vuotta";1
"2022";"Teuva";"7 vuotta ja yli";1
"2022";"Tohmajärvi";"Yhteensä";2
"2022";"Tohmajärvi";"0 vuotta";0
"2022";"Tohmajärvi";"1 vuotta";0
"2022";"Tohmajärvi";"2 vuotta";0
"2022";"Tohmajärvi";"3 vuotta";0
"2022";"Tohmajärvi";"4 vuotta";0
"2022";"Tohmajärvi";"5 vuotta";1
"2022";"Tohmajärvi";"6 vuotta";1
"2022";"Tohmajärvi";"7 vuotta ja yli";0
"2022";"Toholampi";"Yhteensä";1
"2022";"Toholampi";"0 vuotta";0
"2022";"Toholampi";"1 vuotta";0
"2022";"Toholampi";"2 vuotta";0
"2022";"Toholampi";"3 vuotta";0
"2022";"Toholampi";"4 vuotta";0
"2022";"Toholampi";"5 vuotta";1
"2022";"Toholampi";"6 vuotta";0
"2022";"Toholampi";"7 vuotta ja yli";0
"2022";"Toivakka";"Yhteensä";3
"2022";"Toivakka";"0 vuotta";0
"2022";"Toivakka";"1 vuotta";0
"2022";"Toivakka";"2 vuotta";1
"2022";"Toivakka";"3 vuotta";1
"2022";"Toivakka";"4 vuotta";0
"2022";"Toivakka";"5 vuotta";1
"2022";"Toivakka";"6 vuotta";0
"2022";"Toivakka";"7 vuotta ja yli";0
"2022";"Tornio";"Yhteensä";30
"2022";"Tornio";"0 vuotta";0
"2022";"Tornio";"1 vuotta";1
"2022";"Tornio";"2 vuotta";5
"2022";"Tornio";"3 vuotta";1
"2022";"Tornio";"4 vuotta";9
"2022";"Tornio";"5 vuotta";1
"2022";"Tornio";"6 vuotta";12
"2022";"Tornio";"7 vuotta ja yli";1
"2022";"Turku";"Yhteensä";1612
"2022";"Turku";"0 vuotta";4
"2022";"Turku";"1 vuotta";111
"2022";"Turku";"2 vuotta";196
"2022";"Turku";"3 vuotta";285
"2022";"Turku";"4 vuotta";328
"2022";"Turku";"5 vuotta";345
"2022";"Turku";"6 vuotta";340
"2022";"Turku";"7 vuotta ja yli";3
"2022";"Tuusniemi";"Yhteensä";0
"2022";"Tuusniemi";"0 vuotta";0
"2022";"Tuusniemi";"1 vuotta";0
"2022";"Tuusniemi";"2 vuotta";0
"2022";"Tuusniemi";"3 vuotta";0
"2022";"Tuusniemi";"4 vuotta";0
"2022";"Tuusniemi";"5 vuotta";0
"2022";"Tuusniemi";"6 vuotta";0
"2022";"Tuusniemi";"7 vuotta ja yli";0
"2022";"Tuusula";"Yhteensä";176
"2022";"Tuusula";"0 vuotta";1
"2022";"Tuusula";"1 vuotta";19
"2022";"Tuusula";"2 vuotta";21
"2022";"Tuusula";"3 vuotta";26
"2022";"Tuusula";"4 vuotta";40
"2022";"Tuusula";"5 vuotta";34
"2022";"Tuusula";"6 vuotta";33
"2022";"Tuusula";"7 vuotta ja yli";2
"2022";"Tyrnävä";"Yhteensä";1
"2022";"Tyrnävä";"0 vuotta";0
"2022";"Tyrnävä";"1 vuotta";0
"2022";"Tyrnävä";"2 vuotta";0
"2022";"Tyrnävä";"3 vuotta";0
"2022";"Tyrnävä";"4 vuotta";0
"2022";"Tyrnävä";"5 vuotta";1
"2022";"Tyrnävä";"6 vuotta";0
"2022";"Tyrnävä";"7 vuotta ja yli";0
"2022";"Ulvila";"Yhteensä";16
"2022";"Ulvila";"0 vuotta";0
"2022";"Ulvila";"1 vuotta";4
"2022";"Ulvila";"2 vuotta";0
"2022";"Ulvila";"3 vuotta";2
"2022";"Ulvila";"4 vuotta";1
"2022";"Ulvila";"5 vuotta";7
"2022";"Ulvila";"6 vuotta";2
"2022";"Ulvila";"7 vuotta ja yli";0
"2022";"Urjala";"Yhteensä";3
"2022";"Urjala";"0 vuotta";0
"2022";"Urjala";"1 vuotta";2
"2022";"Urjala";"2 vuotta";0
"2022";"Urjala";"3 vuotta";0
"2022";"Urjala";"4 vuotta";1
"2022";"Urjala";"5 vuotta";0
"2022";"Urjala";"6 vuotta";0
"2022";"Urjala";"7 vuotta ja yli";0
"2022";"Utajärvi";"Yhteensä";8
"2022";"Utajärvi";"0 vuotta";0
"2022";"Utajärvi";"1 vuotta";1
"2022";"Utajärvi";"2 vuotta";2
"2022";"Utajärvi";"3 vuotta";2
"2022";"Utajärvi";"4 vuotta";1
"2022";"Utajärvi";"5 vuotta";2
"2022";"Utajärvi";"6 vuotta";0
"2022";"Utajärvi";"7 vuotta ja yli";0
"2022";"Utsjoki";"Yhteensä";1
"2022";"Utsjoki";"0 vuotta";0
"2022";"Utsjoki";"1 vuotta";0
"2022";"Utsjoki";"2 vuotta";0
"2022";"Utsjoki";"3 vuotta";0
"2022";"Utsjoki";"4 vuotta";0
"2022";"Utsjoki";"5 vuotta";1
"2022";"Utsjoki";"6 vuotta";0
"2022";"Utsjoki";"7 vuotta ja yli";0
"2022";"Uurainen";"Yhteensä";0
"2022";"Uurainen";"0 vuotta";0
"2022";"Uurainen";"1 vuotta";0
"2022";"Uurainen";"2 vuotta";0
"2022";"Uurainen";"3 vuotta";0
"2022";"Uurainen";"4 vuotta";0
"2022";"Uurainen";"5 vuotta";0
"2022";"Uurainen";"6 vuotta";0
"2022";"Uurainen";"7 vuotta ja yli";0
"2022";"Uusikaarlepyy";"Yhteensä";37
"2022";"Uusikaarlepyy";"0 vuotta";0
"2022";"Uusikaarlepyy";"1 vuotta";3
"2022";"Uusikaarlepyy";"2 vuotta";8
"2022";"Uusikaarlepyy";"3 vuotta";10
"2022";"Uusikaarlepyy";"4 vuotta";9
"2022";"Uusikaarlepyy";"5 vuotta";7
"2022";"Uusikaarlepyy";"6 vuotta";0
"2022";"Uusikaarlepyy";"7 vuotta ja yli";0
"2022";"Uusikaupunki";"Yhteensä";97
"2022";"Uusikaupunki";"0 vuotta";0
"2022";"Uusikaupunki";"1 vuotta";6
"2022";"Uusikaupunki";"2 vuotta";27
"2022";"Uusikaupunki";"3 vuotta";18
"2022";"Uusikaupunki";"4 vuotta";16
"2022";"Uusikaupunki";"5 vuotta";13
"2022";"Uusikaupunki";"6 vuotta";16
"2022";"Uusikaupunki";"7 vuotta ja yli";1
"2022";"Vaala";"Yhteensä";4
"2022";"Vaala";"0 vuotta";0
"2022";"Vaala";"1 vuotta";0
"2022";"Vaala";"2 vuotta";0
"2022";"Vaala";"3 vuotta";0
"2022";"Vaala";"4 vuotta";1
"2022";"Vaala";"5 vuotta";2
"2022";"Vaala";"6 vuotta";1
"2022";"Vaala";"7 vuotta ja yli";0
"2022";"Vaasa";"Yhteensä";471
"2022";"Vaasa";"0 vuotta";3
"2022";"Vaasa";"1 vuotta";39
"2022";"Vaasa";"2 vuotta";76
"2022";"Vaasa";"3 vuotta";72
"2022";"Vaasa";"4 vuotta";90
"2022";"Vaasa";"5 vuotta";77
"2022";"Vaasa";"6 vuotta";110
"2022";"Vaasa";"7 vuotta ja yli";4
"2022";"Valkeakoski";"Yhteensä";37
"2022";"Valkeakoski";"0 vuotta";0
"2022";"Valkeakoski";"1 vuotta";5
"2022";"Valkeakoski";"2 vuotta";1
"2022";"Valkeakoski";"3 vuotta";6
"2022";"Valkeakoski";"4 vuotta";10
"2022";"Valkeakoski";"5 vuotta";6
"2022";"Valkeakoski";"6 vuotta";9
"2022";"Valkeakoski";"7 vuotta ja yli";0
"2022";"Vantaa";"Yhteensä";3986
"2022";"Vantaa";"0 vuotta";4
"2022";"Vantaa";"1 vuotta";253
"2022";"Vantaa";"2 vuotta";523
"2022";"Vantaa";"3 vuotta";680
"2022";"Vantaa";"4 vuotta";851
"2022";"Vantaa";"5 vuotta";805
"2022";"Vantaa";"6 vuotta";851
"2022";"Vantaa";"7 vuotta ja yli";19
"2022";"Varkaus";"Yhteensä";37
"2022";"Varkaus";"0 vuotta";0
"2022";"Varkaus";"1 vuotta";0
"2022";"Varkaus";"2 vuotta";5
"2022";"Varkaus";"3 vuotta";8
"2022";"Varkaus";"4 vuotta";6
"2022";"Varkaus";"5 vuotta";12
"2022";"Varkaus";"6 vuotta";6
"2022";"Varkaus";"7 vuotta ja yli";0
"2022";"Vehmaa";"Yhteensä";6
"2022";"Vehmaa";"0 vuotta";0
"2022";"Vehmaa";"1 vuotta";0
"2022";"Vehmaa";"2 vuotta";1
"2022";"Vehmaa";"3 vuotta";4
"2022";"Vehmaa";"4 vuotta";1
"2022";"Vehmaa";"5 vuotta";0
"2022";"Vehmaa";"6 vuotta";0
"2022";"Vehmaa";"7 vuotta ja yli";0
"2022";"Vesanto";"Yhteensä";0
"2022";"Vesanto";"0 vuotta";0
"2022";"Vesanto";"1 vuotta";0
"2022";"Vesanto";"2 vuotta";0
"2022";"Vesanto";"3 vuotta";0
"2022";"Vesanto";"4 vuotta";0
"2022";"Vesanto";"5 vuotta";0
"2022";"Vesanto";"6 vuotta";0
"2022";"Vesanto";"7 vuotta ja yli";0
"2022";"Vesilahti";"Yhteensä";4
"2022";"Vesilahti";"0 vuotta";0
"2022";"Vesilahti";"1 vuotta";0
"2022";"Vesilahti";"2 vuotta";0
"2022";"Vesilahti";"3 vuotta";0
"2022";"Vesilahti";"4 vuotta";0
"2022";"Vesilahti";"5 vuotta";2
"2022";"Vesilahti";"6 vuotta";2
"2022";"Vesilahti";"7 vuotta ja yli";0
"2022";"Veteli";"Yhteensä";2
"2022";"Veteli";"0 vuotta";0
"2022";"Veteli";"1 vuotta";0
"2022";"Veteli";"2 vuotta";1
"2022";"Veteli";"3 vuotta";1
"2022";"Veteli";"4 vuotta";0
"2022";"Veteli";"5 vuotta";0
"2022";"Veteli";"6 vuotta";0
"2022";"Veteli";"7 vuotta ja yli";0
"2022";"Vieremä";"Yhteensä";10
"2022";"Vieremä";"0 vuotta";0
"2022";"Vieremä";"1 vuotta";1
"2022";"Vieremä";"2 vuotta";3
"2022";"Vieremä";"3 vuotta";0
"2022";"Vieremä";"4 vuotta";4
"2022";"Vieremä";"5 vuotta";2
"2022";"Vieremä";"6 vuotta";0
"2022";"Vieremä";"7 vuotta ja yli";0
"2022";"Vihti";"Yhteensä";105
"2022";"Vihti";"0 vuotta";0
"2022";"Vihti";"1 vuotta";5
"2022";"Vihti";"2 vuotta";13
"2022";"Vihti";"3 vuotta";26
"2022";"Vihti";"4 vuotta";24
"2022";"Vihti";"5 vuotta";15
"2022";"Vihti";"6 vuotta";21
"2022";"Vihti";"7 vuotta ja yli";1
"2022";"Viitasaari";"Yhteensä";8
"2022";"Viitasaari";"0 vuotta";0
"2022";"Viitasaari";"1 vuotta";0
"2022";"Viitasaari";"2 vuotta";1
"2022";"Viitasaari";"3 vuotta";0
"2022";"Viitasaari";"4 vuotta";4
"2022";"Viitasaari";"5 vuotta";3
"2022";"Viitasaari";"6 vuotta";0
"2022";"Viitasaari";"7 vuotta ja yli";0
"2022";"Vimpeli";"Yhteensä";0
"2022";"Vimpeli";"0 vuotta";0
"2022";"Vimpeli";"1 vuotta";0
"2022";"Vimpeli";"2 vuotta";0
"2022";"Vimpeli";"3 vuotta";0
"2022";"Vimpeli";"4 vuotta";0
"2022";"Vimpeli";"5 vuotta";0
"2022";"Vimpeli";"6 vuotta";0
"2022";"Vimpeli";"7 vuotta ja yli";0
"2022";"Virolahti";"Yhteensä";5
"2022";"Virolahti";"0 vuotta";0
"2022";"Virolahti";"1 vuotta";1
"2022";"Virolahti";"2 vuotta";1
"2022";"Virolahti";"3 vuotta";0
"2022";"Virolahti";"4 vuotta";1
"2022";"Virolahti";"5 vuotta";1
"2022";"Virolahti";"6 vuotta";1
"2022";"Virolahti";"7 vuotta ja yli";0
"2022";"Virrat";"Yhteensä";9
"2022";"Virrat";"0 vuotta";0
"2022";"Virrat";"1 vuotta";0
"2022";"Virrat";"2 vuotta";2
"2022";"Virrat";"3 vuotta";1
"2022";"Virrat";"4 vuotta";1
"2022";"Virrat";"5 vuotta";3
"2022";"Virrat";"6 vuotta";2
"2022";"Virrat";"7 vuotta ja yli";0
"2022";"Vårdö";"Yhteensä";0
"2022";"Vårdö";"0 vuotta";0
"2022";"Vårdö";"1 vuotta";0
"2022";"Vårdö";"2 vuotta";0
"2022";"Vårdö";"3 vuotta";0
"2022";"Vårdö";"4 vuotta";0
"2022";"Vårdö";"5 vuotta";0
"2022";"Vårdö";"6 vuotta";0
"2022";"Vårdö";"7 vuotta ja yli";0
"2022";"Vöyri";"Yhteensä";35
"2022";"Vöyri";"0 vuotta";0
"2022";"Vöyri";"1 vuotta";3
"2022";"Vöyri";"2 vuotta";4
"2022";"Vöyri";"3 vuotta";8
"2022";"Vöyri";"4 vuotta";7
"2022";"Vöyri";"5 vuotta";9
"2022";"Vöyri";"6 vuotta";4
"2022";"Vöyri";"7 vuotta ja yli";0
"2022";"Ylitornio";"Yhteensä";7
"2022";"Ylitornio";"0 vuotta";0
"2022";"Ylitornio";"1 vuotta";1
"2022";"Ylitornio";"2 vuotta";1
"2022";"Ylitornio";"3 vuotta";2
"2022";"Ylitornio";"4 vuotta";1
"2022";"Ylitornio";"5 vuotta";1
"2022";"Ylitornio";"6 vuotta";1
"2022";"Ylitornio";"7 vuotta ja yli";0
"2022";"Ylivieska";"Yhteensä";19
"2022";"Ylivieska";"0 vuotta";0
"2022";"Ylivieska";"1 vuotta";2
"2022";"Ylivieska";"2 vuotta";4
"2022";"Ylivieska";"3 vuotta";1
"2022";"Ylivieska";"4 vuotta";1
"2022";"Ylivieska";"5 vuotta";5
"2022";"Ylivieska";"6 vuotta";5
"2022";"Ylivieska";"7 vuotta ja yli";1
"2022";"Ylöjärvi";"Yhteensä";59
"2022";"Ylöjärvi";"0 vuotta";0
"2022";"Ylöjärvi";"1 vuotta";6
"2022";"Ylöjärvi";"2 vuotta";4
"2022";"Ylöjärvi";"3 vuotta";11
"2022";"Ylöjärvi";"4 vuotta";6
"2022";"Ylöjärvi";"5 vuotta";13
"2022";"Ylöjärvi";"6 vuotta";18
"2022";"Ylöjärvi";"7 vuotta ja yli";1
"2022";"Ypäjä";"Yhteensä";3
"2022";"Ypäjä";"0 vuotta";0
"2022";"Ypäjä";"1 vuotta";0
"2022";"Ypäjä";"2 vuotta";2
"2022";"Ypäjä";"3 vuotta";0
"2022";"Ypäjä";"4 vuotta";1
"2022";"Ypäjä";"5 vuotta";0
"2022";"Ypäjä";"6 vuotta";0
"2022";"Ypäjä";"7 vuotta ja yli";0
"2022";"Ähtäri";"Yhteensä";4
"2022";"Ähtäri";"0 vuotta";0
"2022";"Ähtäri";"1 vuotta";0
"2022";"Ähtäri";"2 vuotta";1
"2022";"Ähtäri";"3 vuotta";2
"2022";"Ähtäri";"4 vuotta";1
"2022";"Ähtäri";"5 vuotta";0
"2022";"Ähtäri";"6 vuotta";0
"2022";"Ähtäri";"7 vuotta ja yli";0
"2022";"Äänekoski";"Yhteensä";8
"2022";"Äänekoski";"0 vuotta";0
"2022";"Äänekoski";"1 vuotta";0
"2022";"Äänekoski";"2 vuotta";1
"2022";"Äänekoski";"3 vuotta";1
"2022";"Äänekoski";"4 vuotta";2
"2022";"Äänekoski";"5 vuotta";1
"2022";"Äänekoski";"6 vuotta";3
"2022";"Äänekoski";"7 vuotta ja yli";0
